gene	0 somites	05 somites	10 somites	15 somites	20 somites	30 somites	larval-2dpf	larval-3dpf	larval-5dpf	larval-10dpf
dicp2.2	0	0	0	0	0	0	0	0.528457424	0	0
dlg3	219.5660398	1614.290948	898.8030045	1263.507379	1419.220089	2072.551301	3663.851318	5602.732186	5494.649455	4200.957456
dnaaf2	2.437993761	7.406755112	19.80579671	12.32276812	18.55099028	16.4923438	28.21298583	32.6100043	25.35896289	12.77114672
dnajc4	98.00055536	703.6970177	511.4815799	835.3190786	932.1883108	995.6401657	2555.013368	4270.96765	13265.98686	6868.575239
dnd1	182.9295285	459.3419544	834.5375713	37.67439647	16.2518557	22.36185461	31.37030834	19.34034609	22.32985143	26.14774945
dpf2l	1475.850691	8242.755275	4148.623178	5207.484769	5103.858721	8230.755791	10614.12604	18616.71122	6037.360121	4844.742867
drd1a	0	0	0	0.235982647	0	0.901038497	2.247998624	5.176203066	7.32644951	19.65903193
dre-mir-143	0	0	0	0	0	0	0	0	0	0
dre-mir-145	0	0	0	0	0	0	0	0	0	0
dre-mir-18c	0	0	0	0	0	0	0	1.011838411	0	0
dre-mir-194b	0	0	0	0	0	0	0	0	0	0
dre-mir-19c	0.486887266	1.778066074	1.093181025	0.609864209	0.595745116	2.095353658	3.253714176	2.263736413	0	0
dre-mir-20b	0	0.296771149	0.318670402	0	0.571637559	1.227386523	0	0	0	0
dre-mir-218a-1	0	0	0	0	0	0	0	0	0	0
dre-mir-457b	0.37835791	0.380193264	0.94038787	1.240984797	1.548685451	2.186255827	0	8.868447084	1.101626116	2.149698126
dre-mir-458	0	0	0	0	0	0	0	0	0	0
dre-mir-733	0.222613045	0.371899237	0.405542205	0	0.363648962	0.64712361	3.21663755	0	0.653125182	6.702287033
drp2	1.065389964	1.258921073	3.576678545	2.444511076	4.540461831	6.913938472	23.48626382	160.5628043	128.3169783	263.0279403
dusp1	575.4129325	1455.388257	1533.591345	1140.353279	2442.246166	2701.936956	6632.247163	29488.32024	22722.43303	23762.92312
ebf3a	100.7450194	660.5374137	651.8528146	988.1519883	1488.079468	3944.644625	13324.12937	30576.58301	12873.32879	13109.57822
eef1g	12719.78978	80591.08198	58732.82268	109296.3546	98209.36495	299196.18	293135.0671	436867.3447	674844.1034	428518.4282
efemp2a	50.62861514	1103.63312	1846.481047	6269.444414	2348.375454	14262.31701	10682.88398	7795.898431	8761.916841	1899.721314
egf	0	6.618203139	5.036631056	16.19506623	32.61981756	58.38162427	562.9374988	146.9123377	1001.737512	233.0295357
egr1	227.5063839	65.53164235	1302.743106	55.68943941	2078.88851	709.1667808	5668.602814	33351.84591	53246.65215	30127.84302
ehd1a	89.33744124	711.6012045	422.4093009	778.2205627	900.7707021	1294.643475	4487.132972	3262.013322	5010.525656	2797.684954
eif1ad	1702.307431	7994.603078	4877.08426	7341.564048	6341.834099	11152.59564	6138.547891	10790.10346	14405.7746	9869.381234
eif4ea	678.3717777	4174.782883	1710.209589	2080.518534	1944.542764	3557.965262	3143.49639	3502.822589	3188.223966	3426.175452
eif4ebp3l	2443.869567	20417.72261	7107.89277	8258.36551	6985.282453	12562.9592	6102.609924	13996.78833	55779.71086	60380.28503
elf1	250.5406935	798.2447431	567.0028092	802.3401537	924.0635796	1203.359337	2738.227087	2530.305962	8230.028189	3959.171547
elf2a	100.9096312	667.0032137	478.8854	729.3167995	878.1292393	1859.146903	3297.009865	6014.237429	5439.554885	3867.946267
eloal	12.84661908	98.04320776	32.06078215	33.89278237	30.19275808	138.2201638	136.3254661	54.61093961	124.6744081	17.03349844
elovl5	24.51173874	146.5667215	253.1529738	106.838901	84.47409496	260.3700959	193.4799114	889.6706791	2347.96563	1154.765096
elovl6	253.727385	718.6981581	248.7585833	613.2878523	1341.049087	1053.656861	2654.101267	15273.06569	2498.388134	6215.31699
elp1	239.8469294	1121.270571	471.9495423	741.9823626	726.4150835	1012.499318	858.9077873	1088.302756	2465.874738	1340.923227
emx3	181.0359829	784.5702693	703.481266	1117.081304	1179.600208	1740.783714	1146.405872	2596.288356	2353.368889	832.0003345
enox2	34.13954887	285.7601421	421.1918705	570.3409034	393.0458601	1345.049592	2304.19911	5764.527634	4420.411689	2756.305889
enpp6	0.177578884	4.323312007	5.684823075	7.693024723	12.08412841	85.99424103	2586.943971	2533.120635	1706.72198	1621.655149
ergic1	135.1254705	460.287496	512.199227	441.3876424	518.0888	640.0876279	1136.60245	750.2760783	560.7567045	339.9294929
etf1a	0.185628614	0	3.949650301	42.82396132	68.28107	150.5275432	28.32568417	136.0616775	363.791361	210.9780668
etfdh	292.3081465	1907.078826	1101.979574	1813.785777	1392.27595	2039.838262	2878.396165	4605.447166	4871.233293	1976.286826
ewsr1b-1	44.96675405	149.2634592	130.4629805	124.0272486	213.7460211	233.170612	477.5733816	768.9291924	606.076192	554.5807794
exosc3	1469.563084	8721.851578	5713.955031	6946.101142	5964.829176	9104.665599	3450.759801	7016.393462	8716.361253	10588.14366
f9a	0	0.548714334	0.54342157	0.469814434	0.518849132	3.671834066	11.31963034	11.41662267	58.68566949	11.23346392
faf2	728.5115659	6274.222282	2352.559595	4970.117469	2963.915708	7318.734378	7780.374139	11058.71828	10329.71934	9013.434947
fam122b	260.5162276	1259.066733	725.4780781	822.5630649	896.4586195	1559.995434	1754.47668	4689.24753	2332.96387	2497.369712
fam13b	83.88779128	463.6263534	395.425308	643.3302638	577.913001	1505.594618	3306.454392	6476.645074	10929.02605	6481.731326
fam149a	3.512371495	8.251423132	18.32080743	29.98706476	22.64209369	78.01428316	119.8536568	61.6016604	202.6189958	76.509548
fam193b	276.0276888	1569.07181	702.5221181	982.4068465	826.7959787	1551.07353	2412.307422	3881.319603	2161.443351	1752.48706
fam199x	499.9757944	1753.52642	1334.765393	1673.607279	2103.610989	3494.194168	6578.309414	15563.83993	12650.44033	11353.74138
fam83b	8.676878487	19.41370549	68.97562525	134.4017368	280.6720243	313.994177	1176.034654	775.5718721	3094.849209	618.7497649
fat1b	2.501591206	8.141757257	16.00662465	15.61639129	19.76204058	50.73571554	445.5734675	1696.785756	1043.136371	1119.238861
fat2	331.1026745	926.1104437	1151.058375	1463.532084	1381.3319	2135.370516	5241.767942	3259.437696	10562.48017	2280.274056
fbxl3l	0	2.78376276	2.067117389	1.079681638	4.182343556	9.881661446	110.0995252	411.4597801	41.12849185	71.61903843
fbxo28	41.27729572	157.2004223	94.99964359	155.1567923	128.9089035	214.1819865	266.3843075	494.7972095	378.8526093	309.0648918
fbxo38	153.4767617	633.3739478	432.8150126	506.1260349	521.8431556	667.8100893	1221.912393	2090.849485	1367.116222	912.8557164
fbxo9	177.3228697	984.5436258	589.6843314	757.5890165	878.2398394	1183.139821	1689.447225	5883.801841	4255.697481	5171.285883
fbxw11a	224.5838682	833.5924302	471.5703721	505.3194664	627.1216136	655.9988377	1677.296026	2346.038752	1484.574858	1027.436586
fermt3b	0.623413137	0.867182948	5.212178358	8.257508396	59.5659379	474.962982	261.0986572	302.1149728	2317.034887	1286.036249
fgf13a	41.51993311	56.05340457	25.99940642	46.7153427	89.441696	841.6159383	819.9107766	5212.783744	724.2727458	2045.200023
fgf16	0	0.612604972	5.529042537	15.69119686	8.893636158	21.5415509	370.1834667	604.3562754	685.385135	436.7871088
fgf18a	9.38306412	56.95040825	21.45246736	29.37543854	37.75070362	192.8091701	498.3153282	2596.853964	1994.344375	2093.864754
fgf1a	3.133732838	39.53151362	47.78699419	41.58565104	63.65019228	347.2608457	128.4349541	342.6592492	261.7374179	365.9302162
fgf20b	0.471542505	30.87943995	31.68945851	92.83169439	77.69133481	181.8903497	235.0590272	347.8773678	738.1942601	136.4724085
fgf24	60.38431064	218.5888028	184.0020357	209.9900591	116.6699561	226.8883757	476.9739812	1963.659348	2162.443857	2266.639257
fgfbp1b-1	1.274215966	3.089554205	5.085430568	7.758071208	10.52993379	34.86095525	382.2368629	346.1581226	271.7591511	158.9355816
fgfbp2a	0.187775784	2.037944801	1.698315228	1.520270045	3.759951863	59.40088726	480.8123707	2959.150262	5715.437665	986.3360246
fgfrl1a	87.77675139	1111.830024	969.5676735	1387.890819	970.0182128	1810.374553	4621.936887	10835.01278	9873.01567	4170.617446
fgfrl1b	48.70649756	1124.078521	459.5531468	943.1359965	421.672524	745.8747038	2827.949487	4280.410135	5332.945193	2934.845332
fgl1	0.358012288	2.29800032	1.852568656	3.066765119	4.54709593	33.92389427	5197.222057	3410.837174	5716.579425	1510.885016
fhdc2	249.5217619	1641.997397	750.1268138	801.4616686	504.1748861	614.7770438	742.0077688	999.5406538	1029.075024	760.9696678
fhl1a	5.147133264	78.25906317	134.804995	1101.180222	63.54729086	413.0844012	404.1336442	536.0689878	1647.698012	750.2724528
fibpa	80.60145586	472.3799805	275.6509738	502.0095042	491.767318	1036.048936	1926.416472	4887.6389	4397.016866	4451.773668
flrt1b	1.62503632	7.39168742	13.75241349	14.57020505	99.59828652	371.604815	910.9269011	6158.254266	2420.8643	3630.932504
flt4	12.18255466	17.20220249	78.69515861	309.4298064	270.00031	975.6016214	2660.892338	3209.482288	5196.218475	2136.201376
fmr1	503.4376449	2599.575055	1656.936272	1807.46264	2649.070256	3965.941163	7933.138685	20805.05469	11280.61854	10295.86999
fnta	379.5150585	3719.574892	1309.244223	2614.12244	2194.870066	4710.055576	4732.722236	6508.688328	4400.817477	3498.29087
fosl1a	159.4382085	41.63265976	439.2562737	82.96337075	1251.70339	487.586448	1681.661236	17254.72857	13384.30351	7870.279578
foxa	187.1230192	1919.580759	659.5590683	1281.644765	719.2183597	1043.503225	1097.715287	616.8912405	817.0557949	565.2451619
foxg1d	0	2.730978725	4.246897129	14.29092148	33.62295613	101.0773747	172.1530431	1308.047911	360.5608273	489.2550161
foxi3b	0.859708666	21.07660433	131.7733546	299.4857014	543.6589171	580.2051155	194.1823901	743.2209493	1555.633002	1107.544558
foxo4	169.2114385	382.8083017	455.0781524	527.5472784	703.2238576	1068.213248	4226.328194	17414.29686	12759.90391	14075.09269
frmpd1b	9.812675806	54.76380001	133.0722504	187.5166727	320.3909377	762.6159087	2590.834113	7179.121906	1982.015248	3381.147724
frmpd3	1.34190517	6.460889999	17.80797841	23.56038135	55.14513286	118.9530886	346.272547	2191.70455	630.6445218	924.4112504
fstl5	0.527152326	6.504925996	3.141012143	3.94936926	4.197173886	46.79267894	528.2762571	12724.92214	2956.519279	16280.54057
fut11	107.6961561	547.5524782	295.8981711	447.3006165	451.7390869	570.2454533	864.612526	945.7621864	1239.360839	379.3513274
g3bp1	4521.050322	26459.00506	10130.59448	12318.65993	11507.65434	19998.89369	15691.66746	14506.95324	11153.09949	17998.86494
gabra4	0.360997779	8.646284705	10.03163334	15.95317314	2.820110109	10.24625969	45.5566067	1942.533691	395.2100666	1798.158346
gabra6a	2.086686899	30.56681868	8.737543561	17.25086955	4.131642431	6.83046954	13.1890975	2807.704429	598.9502155	6287.934982
gabrb2a	0.62432066	6.12302176	4.440348794	3.600130397	3.870434262	23.04023538	41.16117407	2269.733632	272.1014632	1868.620541
gabrp	18.48204215	8.191600517	10.55468104	8.155509486	9.878320483	9.659182989	35.57869187	254.0955471	17.72695342	88.17313805
ganab	223.4428416	1322.023845	1116.61491	1500.79698	1266.5856	4150.468155	6984.867128	7398.729867	4553.028697	3119.525069
gar1	4265.553384	18523.41408	7562.849411	9669.211889	7730.466368	10912.14311	4783.607036	5514.655785	9362.628975	6299.042705
gask1b	0.591152606	6.830918732	7.849871935	21.32944758	13.89889361	211.5667293	628.5105487	567.5221774	1035.286211	634.1792268
gclc	267.4242603	1731.144464	839.0940823	1498.582626	1867.636464	2959.846933	3113.009903	3521.824849	11807.10039	4966.508957
gcna	256.4637796	1335.063658	582.2697488	816.9646716	708.9199363	826.0972593	640.7027369	399.7686693	327.0473139	89.76823615
gdf9	3.443252085	11.62490088	10.68951935	12.2694715	8.148341885	3.722524015	2.947482383	9.626109963	10.23096191	7.796449311
gdpd2	9.487323931	103.7910099	122.5742112	266.2186752	226.7761252	649.6356427	1445.149749	1618.030932	3251.654235	794.8216853
gfra3	3.000954426	28.48094484	66.55456242	233.9670368	176.8735818	998.925252	2157.614765	4834.557756	2917.07153	2936.307187
gfra4b	0.138580933	16.66037233	18.45840326	21.8015603	14.21652065	113.0828797	644.7006282	478.6806325	344.9383954	194.0329966
gfral	0	0	0	0	4.475775537	57.84498416	109.5754271	210.1374412	108.8564171	123.2971774
gla	7.787690525	38.56632305	36.53680282	28.35798337	89.07320943	88.76367893	209.0434005	248.497466	296.9509989	86.46699012
glod5	53.37708703	222.3572344	91.23791064	189.5154162	593.6279928	1410.861709	1956.081444	1948.950581	3841.029027	975.7786727
glra1	12.6653241	25.09432379	21.77263991	31.36857162	28.11872593	112.6963788	985.4498457	3232.299822	1222.777771	2625.770065
glra4a	3.916664854	50.85278061	63.12606111	50.68543404	15.27098605	274.0819915	453.5191762	693.0568496	236.6042207	200.0591929
glrbb	0	0.335474085	2.803292399	12.70238404	32.69168026	358.618505	469.5231937	11325.18563	663.1952551	5791.712142
gm2a	74.25238855	845.665156	297.9110772	510.536458	848.574867	1329.008209	2188.938882	2830.486131	6224.231615	2984.886397
gnpda1	60.30520475	481.191744	192.8486295	585.6364413	363.9952049	1433.846247	1503.533476	2533.563161	3555.638581	2028.607268
gnpda2	200.6412204	1353.161146	501.456854	973.1212384	978.0539204	1784.135315	3588.478032	3080.922145	3787.964278	1855.890986
gpc3	2.569493384	11.52293753	30.70930774	22.84891972	27.19759025	102.5974079	75.90865496	507.1595211	151.3533823	225.1449206
gpc4	1522.162005	4235.540311	2023.55007	3229.29861	4039.370364	4913.858836	9716.161881	18014.92749	19477.18486	9714.670384
gpm6aa	3.152824977	22.11816982	180.4234598	496.7218784	2170.734889	8363.527933	29473.03769	213930.7042	23623.2197	54212.59064
gpr101	0	0	0.156519022	0.539828394	0.664030108	3.199618097	4.042372042	89.10751336	0.530672926	13.1840551
gpr137	25.42953987	187.8938406	43.1084036	91.93461242	71.65979778	93.28387716	273.2039659	857.8174355	1036.51219	1045.778096
gpr174	0	0.188993035	0.513247146	4.817797698	5.693496123	40.85233052	50.75889455	74.87472783	169.1147756	137.2735186
gpx3	5.248735122	44.51772181	14.16193483	11.28341238	16.79132973	47.43459928	673.3433806	1531.355835	3582.588124	2232.81138
grhpra	5.591892687	69.95044046	40.34011622	65.72506831	129.0974213	253.3169002	501.3979498	1354.922953	1927.841724	1371.398034
gria1a	36.67050588	62.99546485	247.1930693	399.045172	187.8013641	478.2678934	929.3736302	8411.157515	765.700516	2512.654188
gria2b	0	0.536105675	0.103549675	10.32722544	6.782720063	97.20446008	662.1827786	3913.124707	596.4609282	1920.912092
gria3b	2.191384869	6.515355782	5.587486754	24.51161157	26.73140402	132.3643352	252.6129893	2423.619229	344.1042628	1207.645778
grxcr1a	0.33557048	0.91422164	0.927751067	1.446927037	1.32598928	2.872500407	25.47808788	129.6087312	96.28142625	120.0097925
gsr	120.3486273	805.491683	364.0131869	966.4605531	1090.481444	2355.286112	2402.363475	2662.550729	7587.71491	2378.858781
gsta.1	513.8474699	8795.004068	2511.205394	5774.875295	8105.527549	10808.50468	9579.823125	19368.68116	35911.6139	17253.03272
gsta.2	18.28838294	269.2276523	158.904075	420.9959623	823.6078002	795.1704791	1529.336963	1436.165632	2902.425081	1733.17468
gstp1	311.27728	5058.922733	3432.189426	4614.559137	9708.662288	16545.09499	58643.7513	53331.60161	180808.2554	52759.94927
gstp2	0	0	0	0	0.50494717	2.383423144	53.22454878	1906.63375	15929.66147	1407.64621
gtf2a1l	112.5464683	549.0297987	88.9928322	94.03466269	81.84859657	93.80416091	168.7351744	447.3023801	332.6364673	233.6516982
gtf2a1l-1	46.80112543	271.6368128	246.151015	370.6254654	477.3497534	639.3031053	1947.285273	3862.074016	2822.4695	2435.690231
guf1	65.93667158	477.9401438	719.1329286	545.0183292	562.9888781	1900.381652	729.8151187	1066.493974	1255.490737	734.1668789
hars	1292.528498	9554.501511	3811.979468	7929.470557	5655.413477	15322.91695	9773.727534	9984.727794	9718.420401	7698.377211
hbegfa	5.245376037	34.53985947	134.1241787	385.9573406	856.64793	2748.239844	7432.478481	15561.51612	22233.09537	6947.519694
hcrtr2	0.408013401	0	0	0	0.156208499	1.884387611	11.18994437	45.8294906	18.65213335	20.65734949
hdac3	413.055506	1790.41361	1114.459608	1607.381649	1399.672849	2127.499717	2564.501599	4150.084687	2439.50243	1989.073542
hdx	109.0663604	658.3883399	201.2893255	364.8304917	458.2518322	878.5821207	1162.878157	2111.808163	1155.304576	838.6943371
heatr5b	5.566988707	24.993785	23.40630542	47.4342057	47.69785003	82.73549709	244.8729234	322.8977107	297.4777056	133.9285186
her11	411.2471521	2216.516974	544.5387195	469.3653255	445.8296464	320.3419268	103.9443904	71.67156773	117.2573986	28.20965328
her5	450.1959993	3395.981937	500.2868035	524.2166384	465.9852795	272.9440345	62.45842962	46.94034036	14.19916996	10.30919807
higd2a	288.7522187	2416.186194	1551.251365	2837.819045	2488.62602	3812.093441	3531.974614	10164.55581	12360.9361	9325.495422
hmgcll1	0.408460058	3.474908332	0.490287946	0.843352517	2.89956636	6.511491639	20.9840805	81.57420599	45.32852371	11.33418779
hmgn6	17088.46041	109127.7644	66060.3914	103354.336	78022.05259	143985.5579	152542.2138	339793.6401	81840.04382	88732.27856
hmgxb3	36.91980826	102.1746328	65.00593369	66.15590222	98.3764229	167.8125819	367.733051	499.3677316	449.4917465	312.6395056
hmmr	408.5043112	2908.133246	1349.21023	2376.177479	2461.470827	5260.176296	5231.073073	3216.798843	1711.072495	412.6007239
hnrnpa0a	7109.358792	51448.63603	15252.37353	17457.21032	22681.73608	50236.529	56442.87724	111632.8108	28882.49117	27501.20826
hnrnpa0b	30832.97084	165035.5616	38969.08028	49407.39111	54763.95283	141202.2402	121099.4664	209670.1476	86473.39728	60865.54234
hnrnpa0l-1	50567.80843	330805.9386	120637.1818	147169.3663	108643.8177	146898.8478	134159.3733	182060.0274	108183.8432	90844.47394
hnrnpaba	41037.111	253457.045	105990.6169	134752.1214	97614.55297	186342.8474	173505.2386	248467.6629	107612.1062	98217.59003
hnrnph1	68.00228072	549.4561963	323.2893575	446.7407641	571.9329883	1154.327048	2605.211857	5650.153311	3657.176718	2923.07245
hprt1	303.9962644	2015.582829	1016.457442	1032.358544	816.8402528	1583.337452	1516.575982	4206.735633	7096.039928	6609.800359
hs6st2	1450.37567	6886.236405	2576.145572	2895.089827	3038.467299	3167.104078	2468.876539	4487.108795	2619.875852	2056.017972
hspa4b	1854.891728	13064.81174	6999.447796	11212.60765	8834.573121	15981.22497	15640.52688	16464.89009	13361.91481	7899.918987
hspa9	1541.429679	11184.49192	5187.555269	7718.196003	8286.052247	12853.74236	9516.804509	12281.99638	31683.92239	24028.89958
htr4	0.168438067	0.705003322	4.177352235	12.25390548	11.21450329	22.99971909	60.24940096	349.4027618	352.7776518	259.0278174
ids	46.85662481	292.804292	164.7293674	222.6247306	235.5199654	242.59002	909.441706	1320.879655	1136.564262	556.9338375
ifngr1l	9.057078655	44.43950227	29.73306961	45.89148033	50.16110843	81.6959966	276.1611913	424.4958885	1358.104174	869.7098664
igfbp7	2.861368545	18.33627392	29.63758145	80.27871968	67.41943907	132.6749123	732.8353533	791.9686083	2935.635786	546.8240388
il12ba	0.173154175	4.056868373	2.423595875	1.082932025	0.957083	0.864899204	1.251711959	4.457478016	27.65209328	97.43071366
il1rapl2	0.843179197	1.725400596	0.713764588	5.117375146	0.617416825	1.891260587	6.842743776	174.9997602	20.70843679	116.3362282
il2rgb	6.765365478	18.39417951	14.54360871	19.85358677	23.62097803	29.7802143	116.1445828	126.6759293	95.34576108	112.6845283
il4	0.768883228	4.898571475	6.633163214	6.424186548	4.985864375	3.519411457	27.98109199	37.10227564	540.1293401	1197.97563
im:7150988	233.4387193	329.4264522	389.8099319	550.8121637	2554.803079	3389.101587	39177.40435	17112.45806	44828.10526	12219.56748
immt	75.98053285	752.979281	565.569265	1314.554993	1240.896476	3726.547345	4895.679082	7382.070849	7621.535893	5609.321023
inppl1b	3.991910646	37.44687966	10.99780498	21.90217914	25.1081313	68.56843696	304.7894601	1105.40769	769.483985	826.8187567
insb	330.2295874	4135.06619	299.4114572	299.055165	140.086335	107.667267	44.23082548	89.26189015	113.9060652	29.50948979
ints5	87.55181552	284.2031555	88.13353428	250.9037788	369.1417033	313.5430789	458.002526	356.2568893	399.0580514	284.4097994
ints6l	37.25168551	186.4949113	101.8246246	153.0049158	171.76451	266.658945	422.2542146	518.8385045	535.1397421	456.2124483
irf1a	0.715543561	5.242187012	10.89474833	30.97164145	16.8658799	25.68735371	27.35947721	38.05132083	160.6122973	61.70974586
irf2	8.01982938	24.45596348	51.56901728	75.280861	132.0894066	500.8555878	1334.629759	3175.048223	10016.41402	3267.883422
irg1l	0	0.581671209	101.7940449	6.834528798	85.15971684	15.37032485	366.3067024	592.6094809	454.555243	203.728146
itga6l	1.524005342	7.467363329	6.172189187	12.45454282	10.31070265	6.70982185	24.07285804	79.89195518	187.8597276	140.3783711
itk	0	0.298400554	0.509069871	0	0.34128693	0	0	9.130294915	46.48992339	172.8525603
itln3	3.695197682	97.1066586	9.00543548	13.71623875	2.893840121	11.6752538	10.41016174	185.5859667	243.4425937	101.6632521
jakmip1	5.26168969	74.10198476	48.6845221	109.3801795	78.66898337	273.5777835	741.948899	2623.112944	1384.827601	1283.365826
kazald2	200.1397945	2805.171038	711.5170822	1597.739434	370.59448	1495.983884	3263.771351	1057.842006	2577.943348	656.9357046
kcnk4a	3.041900917	8.989423055	21.08813217	12.41566877	13.05621321	37.24086633	120.4069867	429.3740248	431.7047849	234.7255016
kctd12b	1.329675537	8.839488162	9.904393578	6.491136408	21.35506041	16.62278403	51.44626149	425.5371493	91.32590969	422.8175748
kctd16a	0	1.54184337	0.229478873	1.626273751	1.195492026	8.620229979	25.74145674	385.7154257	25.81278303	283.1183428
kctd8	10.03573124	24.07993355	46.63539864	47.99682493	40.06278268	82.28963777	700.8581933	3048.093924	1066.796889	1720.667432
kdm2ab	447.1586848	2014.172956	1228.941357	1791.554165	1892.500897	3718.870682	4679.242838	7749.886957	3511.259592	3097.744797
kdm3b	1081.170164	4650.215083	2445.234301	2885.222843	2916.476293	5107.092779	8555.592852	12603.40764	7367.513999	4936.373642
kdrl	5.129215156	51.91471339	123.7151194	365.8568864	332.9151946	1354.424267	3865.907572	3486.067163	9268.334355	5244.326377
kif3a	150.0948231	940.9122799	592.2372686	839.681436	721.3223931	1271.873159	2125.997128	7852.228659	1969.585283	3294.881102
klhl3	61.73514788	336.2607718	296.514208	377.4799524	453.25104	719.8217524	1327.771421	2705.701585	1423.3496	1541.091894
klhl31	0.931046656	25.84878509	47.03833814	381.517621	249.5417052	4180.948925	1331.320804	192.2776515	1532.618262	1002.641375
klhl4	0.687033448	11.9041915	15.62801431	35.04421499	29.33694441	162.2717898	500.6111469	736.6221274	756.1702194	488.4513794
lamp2	118.9325426	930.7713154	555.0568003	561.0809807	842.879498	1277.322759	3327.837193	4604.616567	7083.417805	7565.670977
lbx2	491.599811	2362.962109	1037.678358	548.9965235	416.2094358	1145.750375	1482.801052	2566.371483	936.6144425	1644.700053
lcp2b	11.02905641	38.07568124	15.01645497	14.04684922	7.004678148	10.06633689	41.93256726	26.55119539	99.24632367	285.2041022
ldb2a	35.89609843	220.7736724	319.1317034	570.7169832	572.098346	2036.496479	4829.613895	10279.97591	10012.07808	5268.027944
lect2l	2.485769763	10.15323461	21.31713366	55.48722703	78.16991893	137.9429353	1436.888083	1095.558787	13347.4423	7932.963516
lgi1a	109.9804084	1011.647919	313.2859669	567.5751852	790.1403404	1285.665941	1687.223783	5306.60117	853.0955413	831.9117999
lhb	0.520780314	4.707617956	0.78748611	1.75078006	1.948635366	3.544589441	3.309642764	5.943394357	37.74546187	101.4988534
limch1b	7.630081113	75.6627516	54.96480268	138.369655	177.2655866	692.6725973	4923.467416	7821.06816	19650.85111	15489.27367
lingo2a	1.525528548	7.349677223	2.1885243	23.5805561	21.05492731	182.5265401	111.42143	1378.479573	276.1471928	625.951201
lman2	1348.384851	12874.48015	4885.165771	6774.257569	5210.108872	8823.836982	8211.457647	10979.77885	9971.095532	6543.921368
lnx2b	39.03189482	334.9817207	153.4300867	306.8778232	209.7569694	365.7960974	804.0279712	1197.736661	2680.960539	1311.551838
lonrf1	169.9475354	591.7051261	388.6946586	605.6889824	1198.675944	403.1607183	2110.660189	3733.077385	34381.44798	13410.27939
loxl3a	0	0.695374702	0	0.427543047	0.765841949	1.134856624	70.57567574	57.29579796	734.1602874	193.9769108
lpar4	0.369191776	2.405793595	6.662912123	4.628901653	6.987695654	4.983234659	40.30415159	57.20792294	124.9452745	54.28082871
lrit3a	4.955469702	6.979393695	2.772217284	2.067046173	8.106541718	9.077750402	27.35023658	1571.517428	363.0927334	7834.290504
lrp2bp	1.9336701	25.04893492	15.88724811	38.03850351	30.91450314	64.94542381	222.6909903	188.3227707	318.9825389	268.1564583
lrrc1	100.4808593	664.5685247	469.0738425	602.5635712	573.0819357	808.9890972	1844.166786	2407.891657	2836.522973	1781.384992
lsm11	188.0976772	1403.804485	549.3998629	951.9321503	689.4965258	1465.617365	637.48353	932.1216454	463.0920609	636.9503229
ltc4s	5.742189942	6.533025971	5.221423357	1.215848656	10.12445726	5.788711653	19.61826102	46.61117483	50.24354293	87.78726794
lygl1	1.765269955	7.966775491	0.94483528	7.502504433	86.54276153	996.9223852	2501.752809	1684.031985	9579.657066	2457.276873
lygl2	0.909749653	0.866729836	8.054613829	28.24685999	138.6405001	92.54145551	0	2.200973469	30.58230387	18.38281549
macrod1	9.301704279	55.93645234	7.713231648	36.92341496	1.768137891	86.47174935	113.2488728	189.5993303	517.0554768	261.3084765
maea	310.0374138	1541.370092	948.5565387	1402.374508	1503.514037	3137.125263	3513.531429	9432.22673	4952.440313	4306.14638
magt1	478.238444	4365.737297	1994.853729	3879.719997	3144.249894	6052.393273	10121.94388	9670.137605	18462.77029	12534.63841
maml1	242.4421272	664.1889074	525.4681489	558.8549723	865.0252711	835.8007813	1994.328472	2490.546702	2973.286121	1688.310408
map1lc3cl	1.883818483	136.5226554	75.048811	58.3896451	28.936562	42.55393621	84.88257225	111.0971452	567.0844597	365.8368571
map7d3	387.9536982	1702.575625	1414.272308	2212.544018	1968.946	3514.726651	8599.146763	9909.079345	6962.600646	7451.018163
mars2	12.98150675	90.32864715	85.68795916	217.0698205	173.5718731	337.046719	309.3206601	559.1705528	914.5663517	953.0406289
matr3l1.1	1028.049085	6326.840375	2327.228106	3843.516272	3444.946597	7614.311899	10104.41614	15284.08676	11136.3392	10970.98086
matr3l1.1-1	3032.752146	12802.13611	6823.925744	10763.85036	7261.051981	12532.04848	12990.31349	19414.93704	13859.86104	13196.62421
mbnl3	21.84862871	91.06460849	91.13849169	117.2186332	168.5861369	655.1646236	1955.977655	6450.463477	10182.58313	10803.99337
mcf2a	2.400928748	26.83871278	19.39051931	44.32140956	7.472776489	89.5037084	67.91655938	453.9524463	434.0800553	584.6949436
mcts1	1249.740168	8658.195947	4959.472258	8762.53458	7993.711019	12751.54482	10027.30431	14453.57248	11508.61096	8305.844041
med12	1287.12136	5349.107525	3636.836	4597.789834	4465.929759	6493.782571	9953.638109	13255.01474	9875.521075	6202.26885
med19a	1726.818387	10283.32547	5081.062394	8857.819545	6423.568643	14712.12199	12426.2803	18540.86728	12288.3953	7518.579182
med7	540.8792431	3337.495272	1105.047354	1705.513364	1423.948057	2379.518346	2293.903446	3784.764222	2418.7814	3190.530599
mgat4b	6.061277814	36.83433011	36.74325903	78.75509513	110.3032159	343.9681638	855.2643301	2680.884717	2149.231843	1983.992021
